NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NumberOfOfficers,OfficerRace,OfficerGender
1,N,Y,B,M,23,1,B,M
1,N,Y,L,M,37,1,W,M
1,F,U,W,M,41,1,B,M
1,N,U,W,M,18,4,W;W;W;W,M;M;M;M
1,N,Y,B,F,20,1,W,M
1,N,U,B,M,18,1,W,M
1,F,Y,B,M,32,16,B;W;W;W;B;W;W;W;W;W;B;W;W;W;W;W,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
1,F,U,W,M,28,6,W;W;W;W;W;W,M;M;M;M;M;M
1,F,Y,B,M,21,2,W;W,M;M
1,N,U,B,M,48,1,W,M
1,F,U,B,M,34,1,W,M
1,N,U,B,M,33,1,W,M
1,F,U,B,M,24,1,W,M
1,N,U,B,M,22,2,W;W,M;M
1,N,U,B,M,18,1,W,M
1,F,Y,B,M,30,1,,U
1,N,Y,B,M,26,1,,U
1,N,U,B,M,35,1,,U
1,F,Y,B,M,28,1,,U
1,N,Y,B,M,28,2,,U
1,F,Y,B,M,40,1,,U
1,F,N,B,M,36,1,,U
1,F,Y,W,M,56,1,,U
1,F,Y,B,M,24,1,,U
1,F,Y,W,M,55,1,,U
1,N,U,B,M,24,1,,U
1,F,Y,W,M,59,2,,U
1,N,Y,W,M,45,4,,U
1,F,N,W,M,29,1,,U
1,N,Y,B,M,65,1,,U
1,F,N,B,M,23,1,W,M
1,N,Y,B,M,20,U,,U
1,N,N,B,M,14,1,W,M
1,N,N,B,M,17,1,,U
1,F,U,B,M,28,2,,U
1,N,N,W,M,U,1,W,M
1,N,N,B,M,24,1,W,M
1,N,Y,B,M,16,2,W;B,M;M
1,N,Y,B,M,U,1,B,M
1,N,Y,L,M,19,3,B;H;H,M;M;M
1,F,N,B,M,17,2,,U
1,N,N,B,M,26,1,W,M
1,F,N,B,M,38,1,,U
1,N,Y,B,M,19,1,W,M
1,F,Y,B,M,23,2,,U
1,F,Y,B,M,29,1,,U
1,N,Y,L,M,28,1,,U
1,F,U,B,M,16,1,,U
1,N,Y,B,M,40,1,,U
1,F,Y,B,M,21,1,,U
1,N,Y,B,M,31,1,W,M
1,N,N,B,U,U,5,,U
1,N,N,B,U,U,5,,U
1,F,U,B,U,U,5,,U
1,F,N,W,M,33,2,,U
1,N,N,B,M,22,1,,U
1,N,N,W,M,28,1,,U
1,N,U,B,M,31,1,,U
1,N,Y,B,M,23,1,,U
1,F,N,W,M,41,3,,U
1,F,N,W,M,19,2,B;H,M;M
1,N,N,B,M,17,1,,U
1,F,N,B,M,23,1,W,M
1,N,Y,B,U,U,1,,U
1,F,Y,B,U,U,1,,U
1,F,Y,B,M,28,2,,U
1,F,U,B,M,32,1,,U
1,N,Y,B,M,24,1,B,M
1,N,N,W,M,41,1,,U
1,N,N,B,M,26,1,W,M
1,F,Y,W,M,37,2,W;W,M;M
1,F,U,W,M,33,3,,U
1,F,Y,W,M,29,1,W,M
1,F,U,B,M,28,1,,U
1,F,Y,B,M,34,1,W,M
1,N,Y,B,M,22,1,,U
1,F,N,B,M,33,1,,U
1,N,N,B,M,27,1,,U
1,N,Y,B,M,27,1,,U
1,F,Y,W,M,20,3,,U
1,F,N,B,M,28,3,,U
1,N,N,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,F,N,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,F,N,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,Y,W,M,U,1,W,M
1,F,N,U,M,U,1,W,M
1,F,Y,W,M,U,3,W;W;W,M;M;M
1,N,N,B,F,U,1,B,M
1,N,Y,W,M,U,2,W;B,M;M
1,N,N,L,M,U,1,W,F
1,U,U,U,U,U,1,W,M
1,N,Y,B,M,U,2,W;W,M;M
1,F,N,B,M,U,1,W,F
1,F,N,B,M,U,1,W,M
1,N,Y,W,M,U,1,W,M
1,U,N,B,M,U,1,W,M
1,F,Y,W,M,U,1,W,M
1,F,Y,W,M,U,1,W,M
1,N,Y,B,M,U,2,W;W,M;M
1,N,Y,W,M,U,1,W,M
1,U,Y,B,M,U,1,W,M
1,F,Y,U,U,U,NA,,U
1,N,Y,B,M,U,1,W,M
1,N,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,N,N,W,M,U,1,m/m,M
1,N,N,W,M,U,1,W,M
1,U,Y,B,M,U,2,B;W,M;M
1,N,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,Y,W,M,U,1,W,M
1,N,Y,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,N,Y,B,M,U,1,W,M
1,F,Y,B,M,U,1,W,M
1,N,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,F,N,U,U,U,NA,,U
1,F,Y,U,M,U,2,W;W,M;M
1,F,N,U,U,U,NA,,U
1,F,N,U,U,U,NA,,U
1,F,N,U,U,U,NA,,U
1,N,Y,B,M,U,2,W;W,M;M
1,F,N,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,F,N,W,M,U,2,W;W,M;M
1,N,N,W,F,U,1,W,M
1,F,Y,W,M,U,2,W;W,M;M
1,N,Y,W,F,U,1,W,M
1,F,Y,U,U,U,NA,,U
1,N,Y,B,M,U,1,B,M
1,N,N,U,U,U,NA,,U
1,N,N,W,M,U,1,B,M
1,N,Y,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,N,N,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,F,Y,U,U,U,NA,,U
1,N,Y,U,U,U,NA,,U
1,U,N,B,M,U,1,B,M
1,U,Y,B,M,U,1,W,M
1,N,Y,U,U,U,NA,,U
1,F,Y,B,M,U,2,W;W,M;M
1,N,N,W,M,U,1,W,M
1,N,Y,U,U,U,NA,,U
1,N,U,L,M,U,1,H,M
1,N,U,B,M,U,1,H,M
1,N,U,B,M,U,1,W,M
1,N,Y,B,M,U,1,B,M
1,F,N,L,M,U,1,H,M
1,N,U,B,M,U,1,H,M
1,N,U,W,M,U,1,W,M
1,N,U,L,M,U,2,H;B,M;M
1,F,Y,B,M,U,1,H,M
1,N,U,L,M,U,1,H,M
1,N,U,B,M,U,3,W;W;H,M;M;M
1,F,U,B,M,U,6,W;W;W;W;W;H,M;M;M;M;M;M
1,F,Y,L,M,U,2,H;H,M;M
1,N,Y,B,M,U,1,H,M
1,N,U,B,M,U,1,H,M
1,N,U,B,M,U,1,W,M
1,N,Y,L,M,U,1,W,M
1,F,U,B,M,U,1,W,M
1,N,U,B,M,U,1,A,M
1,F,U,B,M,U,1,H,M
1,F,U,L,M,U,15,W;W;W;W;W;W;W;W;W;H;H;H;A;A;B,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
1,N,N,W,M,25,1,H,M
1,F,U,L,M,U,2,H;H,M;M
1,N,U,L,M,U,1,W,M
1,F,U,L,M,U,4,W;W;H;H,M;M;M;M
1,F,U,L,M,U,2,H;H,M;M
1,F,U,W,M,U,2,O;W,M;M
1,N,Y,U,U,U,1,W,M
1,F,N,B,M,51,1,H,M
1,N,U,L,M,U,1,W,M
1,N,U,L,M,U,1,H,M
1,N,U,B,M,U,1,H,M
1,N,U,W,M,U,2,H;H,M;M
1,F,U,L,M,U,3,H;H;H,M;M;M
1,F,Y,L,M,35,3,H;H;O,M;M;M
1,F,N,L,M,18,1,H,M
1,F,U,L,M,U,2,H;H,M;M
1,N,U,B,M,U,2,W;H,F;M
1,N,Y,U,M,U,2,U,U
1,F,N,L,M,47,2,W;W,M;M
1,N,Y,L,M,U,1,H,M
1,N,U,L,M,U,2,H;H,M;M
1,N,U,B,M,U,1,H,M
1,F,N,L,M,64,1,H,M
1,F,N,L,M,26,1,H,M
1,F,Y,L,M,U,4,H;H;H;H,M;M;M;M
1,N,U,B,M,U,2,H;H,M;M
1,F,N,O,M,19,8,H;H;H;H;W;W;W;O,M;M;M;M;M;M;M;M
1,N,U,B,M,U,1,H,M
1,N,Y,W,M,U,1,W,M
1,N,U,W,M,U,9,H;H;H;H;W;W;W;B;A,M;M;M;M;M;M;M;M;M
1,N,Y,U,M,U,9,U;U;U;U;U;U;U;U;U,U
1,F,N,B,M,28,2,U;U,U
1,N,Y,L,M,U,2,H;H,M;M
1,F,U,B,M,U,3,A;B;W,M;M;M
1,N,Y,B,M,U,1,H,M
1,N,Y,L,M,18,2,W;W,M;M
1,F,Y,U,M,U,3,U,U
1,N,Y,L,M,37,6,A;H;H;W;W;W,M;M;M;M;M;M
1,N,U,B,M,U,1,W,M
1,N,U,L,M,U,2,O;W,M;M
1,N,U,U,U,U,8,U;U;U;U;U;U;U;U,U
1,N,U,U,U,U,8,U;U;U;U;U;U;U;U,U
1,N,Y,W,M,U,2,H;H,M;M
1,N,U,L,F,U,8,H;H;H;H;H;B;B;W,M;M;M;M;M;M;M;M
1,F,U,L,M,U,1,H,M
1,N,Y,L,M,U,2,W;H,M;M
1,N,Y,W,M,U,1,W,M
1,N,U,B,F,U,1,H,M
1,N,N,L,M,U,1,H,M
1,N,Y,L,M,U,1,H,M
1,F,N,B,M,U,1,H,M
1,F,N,L,M,U,2,H;W,M;M
1,F,N,W,M,U,2,W;H,M;M
1,F,Y,B,M,U,1,W,M
1,F,Y,B,M,29,2,H;H,F;M
1,F,Y,B,M,50,2,H;H,M;M
1,F,U,L,M,U,7,H;H;H;H;H;H;B,F;M;M;M;M;M;M
1,N,U,B,M,U,1,H,M
1,F,N,L,M,U,1,H,M
1,F,U,B,M,U,2,A;H,M;M
1,F,Y,B,M,21,1,W,M
1,N,U,B,M,U,1,W,M
1,F,N,B,M,U,3,A;H;H,M;M;M
1,N,U,L,M,U,1,H,M
1,F,U,W,M,45,2,W;W,M;M
1,N,U,W,M,U,1,W,M
1,N,Y,U,M,U,NA,,U
1,F,N,L,M,U,1,W,M
1,N,U,L,M,U,1,A,M
1,F,U,B,M,U,1,B,M
1,F,N,B,M,U,2,H;H,M;M
1,N,Y,B,M,U,2,W;A,M;M
1,F,U,L,M,U,4,H;H;H;A,M;M;M;M
1,N,U,L,M,U,3,H;H;H,M;M;M
1,F,N,W,M,U,1,B,M
1,F,U,L,M,U,2,H;W,F;M
1,N,N,B,M,15,1,H,M
1,N,U,A,M,U,2,B;H,M;M
1,N,Y,L,M,U,1,W,M
1,F,N,B,F,U,1,H,M
1,F,N,B,M,U,1,H,M
1,N,N,B,M,U,2,B;A,F;M
1,F,Y,L,M,16,1,W,M
1,N,Y,B,M,39,1,O,M
1,N,U,O,M,U,2,H;H,M;M
1,N,U,L,M,U,1,W,M
1,F,U,L,M,U,2,H;H,M;M
1,F,U,L,M,U,2,H;B,M;M
1,F,U,L,M,U,1,H,M
1,N,U,L,M,U,2,H;W,M;M
1,F,Y,L,M,U,1,H,M
1,N,U,O,M,U,1,H,M
1,F,U,L,M,U,1,H,M
1,F,Y,B,M,31,1,W,M
1,N,U,B,M,U,1,H,M
1,F,U,B,M,U,1,B,M
1,F,Y,B,M,U,1,A,M
1,N,Y,L,M,U,2,W;H,M;M
1,N,U,A,M,U,1,W,M
1,N,Y,B,M,U,1,H,M
1,F,U,L,M,U,2,W;W,M;M
1,N,Y,B,M,U,1,B,M
1,F,U,L,M,U,2,H;W,M;M
1,F,U,L,M,U,2,H;H,M;M
1,F,Y,L,M,U,1,W,M
1,N,U,B,M,U,2,H;W,M;M
1,N,U,B,M,U,1,W,M
1,N,U,B,M,U,1,W,M
1,F,U,W,M,U,1,H,M
1,F,U,B,M,U,2,W;H,M;M
1,N,N,B,M,21,1,B,M
1,N,U,O,M,U,1,H,F
1,N,U,L,M,U,1,H,M
1,F,U,L,M,U,9,H;H;H;H;H;W;W;W;A,F;M;M;M;M;M;M;M;M
1,F,U,W,M,U,1,H,M
1,N,U,L,M,U,1,H,M
1,N,U,L,M,U,1,W,M
1,N,U,B,M,U,2,H;H,M;M
1,N,Y,L,M,U,1,H,M
1,N,U,B,M,U,1,W,M
1,F,Y,U,M,49,1,U,U
1,N,U,B,M,U,1,H,M
1,N,U,L,M,U,1,W,M
1,N,U,W,M,U,1,W,M
1,N,U,L,M,U,1,H,M
1,N,U,B,M,U,1,O,M
1,N,U,L,M,U,1,H,M
1,N,U,L,M,U,1,W,M
1,F,Y,W,M,U,1,A,M
1,N,U,B,F,U,1,A,M
1,F,Y,L,M,U,2,H;H,M;M
1,F,U,B,M,U,1,O,M
1,F,U,B,M,U,5,W;W;W;W;B,M;M;M;M;M
1,N,U,L,M,U,1,A,M
1,F,U,L,M,U,1,W,M
1,F,Y,L,M,U,2,H;W,M;M
1,N,U,L,M,U,2,H;W,M;M
1,F,U,L,M,U,1,H,M
1,F,Y,U,M,U,1,U,U
1,N,Y,W,M,U,2,H;W,M;M
1,F,N,W,M,U,3,H;H;H,M;M;M
1,N,Y,L,M,23,1,H,M
1,N,N,L,M,13,1,H,M
1,F,Y,L,M,U,2,H;H,M;M
1,F,Y,B,M,20,1,H,M
1,F,N,L,M,U,1,H,M
1,N,Y,B,M,U,1,H,M
1,N,U,L,M,U,1,H,M
1,F,U,L,M,U,13,W;W;W;W;H;H;H;H;H;H;H;H;A,M;M;M;M;M;M;M;M;M;M;M;M;M
1,F,U,B,M,U,3,B;W;W,M;M;M
1,N,N,L,M,U,1,H,M
1,N,Y,W,F,U,2,H;H,M;M
1,N,Y,B,M,U,1,W,M
1,N,Y,B,M,U,1,H,M
1,N,U,B,M,U,1,W,M
1,N,Y,L,M,U,2,A;H,M;M
1,N,N,W,M,U,1,W,M
1,F,U,A,M,U,1,H,M
1,N,N,B,M,22,2,H;H,M;M
1,N,Y,L,M,U,2,H,M
1,N,U,B,M,U,1,A,M
1,N,U,B,F,U,1,H,M
1,F,Y,L,M,21,1,H,M
1,F,U,W,M,U,1,W,M
1,F,U,W,M,U,3,H;H;O,M;M;M
1,N,U,L,M,U,1,H,M
1,N,U,L,M,U,1,H,M
1,N,U,B,M,U,3,H;H;H,M;M;M
1,F,Y,A,M,22,11,H;H;H;H;H;H;H;H;H;H;W,F;M;M;M;M;M;M;M;M;M;M
1,N,U,L,M,U,1,H,M
1,F,N,L,M,26,1,H,M
1,F,U,L,M,U,1,H,M
1,N,U,B,M,U,2,H;W,M;M
1,N,U,W,M,U,2,H;H,M;M
1,N,U,B,F,U,2,H;W,M;M
1,N,Y,L,M,U,1,H,M
1,N,U,B,M,U,3,W;H;H,M;M;M
1,N,U,B,U,U,1,H,M;M
1,N,U,B,U,U,1,H,M;M
1,N,U,L,M,U,3,H;H;H,M;M;M
1,F,Y,L,M,U,1,H,M
1,N,Y,B,M,38,2,H;B,M;M
1,N,Y,B,M,29,1,W,M
1,N,U,L,M,U,1,H,M
1,F,Y,L,M,U,4,H;H;W;O,M;M;M;M
1,F,N,B,M,27,2,H;H,M;M
1,F,U,O,M,U,3,H;H;W,M;M;M
1,F,Y,W,M,U,1,W,M
1,N,Y,L,M,26,2,H;H,M;M
1,N,Y,B,M,U,1,H,M
1,F,U,W,M,U,4,H;H;H;W,M;M;M;M
1,F,Y,L,M,U,2,H;W,F;M
1,N,U,L,M,U,1,H,M
1,F,U,L,M,U,1,B,M
1,N,U,W,M,U,1,H,M
1,F,N,A,M,U,1,W,M
1,N,U,L,M,U,1,H,M
1,N,Y,L,M,U,1,H,M
1,F,N,L,M,U,3,H;H;H,M;M;M
1,F,N,L,M,U,1,O,F
1,N,N,L,M,U,1,H,M
1,F,U,L,M,U,2,H;W,M;M
1,N,U,L,M,U,1,H,M
1,F,U,B,F,U,3,W;W;W,M;M;M
1,N,Y,U,M,40,1,U,U
1,N,Y,U,M,U,NA,U,U
1,N,U,B,M,U,1,H,F
1,N,U,B,M,U,1,W,M
1,F,U,A,M,U,2,W;H,M;M
1,F,Y,L,M,28,1,H,M
1,N,Y,L,M,22,1,H,M
1,F,Y,B,M,25,1,W,M
1,N,N,L,M,U,3,W;H;H,M;M;M
1,N,Y,B,M,U,1,H,F
1,F,N,L,M,U,2,H;H,M;M
1,N,U,W,M,U,1,B,M
1,F,U,L,M,U,1,H,M
1,N,U,L,M,U,2,H;H,M;M
1,F,U,W,M,U,2,H;H,M;M
1,N,U,B,M,U,1,H,M
1,N,Y,L,M,U,1,W,M
1,N,Y,U,M,33,1,U,U
1,N,U,W,M,U,1,H,M
1,F,N,L,M,21,1,H,M
1,F,Y,L,M,U,2,H;A,M;M
1,N,U,L,M,U,1,H,M
1,F,U,L,M,U,11,B;H;H;H;H;H;H;W;W;W;W,M;M;M;M;M;M;M;M;M;M;M
1,N,U,L,M,U,1,B,M
1,N,U,L,M,U,6,W;W;W;W;H;H,M;M;M;M;M;M
1,N,U,L,M,U,1,H,M
1,N,U,B,M,U,1,H,M
1,N,U,B,M,U,1,A,M
1,F,U,L,M,U,4,H;H;H;O,M;M;M;M
1,N,Y,B,M,U,4,H;B;W;A,M;M;M;M
1,N,Y,B,M,U,2,H;H,M;M
1,N,Y,B,M,33,8,H;H;H;H;H;H;H;W,M;M;M;M;M;M;M;M
1,F,Y,B,M,U,3,W;W;A,M;M;M
1,N,U,L,M,U,1,H,M
1,N,U,L,M,U,1,H,M
1,N,Y,L,M,U,1,H,M
1,F,Y,L,M,U,5,H;H;H;W;W,F;M;M;M;M
1,N,Y,B,M,26,1,W,M
1,N,U,B,M,U,1,W,M
1,N,U,L,M,U,1,W,M
1,F,N,W,M,41,1,W,M
1,N,U,B,M,U,1,B,M
1,F,U,L,M,U,15,W;W;W;W;W;W;H;H;H;H;H;H;B;A;O,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M
1,F,Y,L,M,37,2,H;H,M;M
1,U,U,L,U,U,1,U,U
1,U,U,L,U,U,1,U,U
1,F,U,L,M,U,2,H;H,M;M
1,N,Y,W,M,49,1,W,M
1,F,U,W,M,U,1,H,M
1,F,U,L,M,U,1,W,M
1,F,U,L,F,U,1,H,M
1,N,U,W,M,U,1,H,M
1,F,Y,W,M,U,3,W;W;W,M;M;M
1,N,Y,U,M,40,1,U,U
1,F,Y,L,M,U,1,W,M
1,F,U,B,M,U,3,H;H;H,M;M;M
1,N,Y,W,F,U,2,W;O,M;M
1,N,U,U,U,U,1,B,M
1,N,U,B,M,U,1,H,M
1,F,U,L,M,U,1,H,M
1,F,U,L,M,U,1,H,M
1,N,Y,O,M,U,1,H,M
1,N,U,B,M,U,2,W;O,F;M
1,F,U,B,M,U,1,H,M
1,N,Y,L,M,U,2,W;H,M;M
1,F,U,B,M,U,13,W;W;W;W;W;H;H;H;H;H;A;A;A,M;M;M;M;M;M;M;M;M;M;M;M;M
1,N,U,B,M,U,1,H,M
1,F,Y,L,M,U,2,W;W,F;M
1,F,U,B,M,U,4,H;H;H;W,M;M;M;M
1,N,U,W,M,U,1,W,M
1,N,N,B,M,U,1,O,F
1,N,Y,L,M,U,1,H,M
1,F,U,B,M,U,1,H,M
1,N,U,B,M,U,2,H;W,M;M
1,F,N,L,M,U,1,W,M
1,F,U,L,M,U,1,W,M
1,F,Y,L,M,U,6,H;A;W;W;W;W,M;M;M;M;M;M
1,F,Y,L,M,U,2,H;H,F;M
1,N,U,B,M,U,2,W;B,M;M
1,F,Y,L,M,39,1,H,M
1,N,U,B,M,U,1,H,M
1,N,N,L,M,U,1,H,M
1,F,Y,B,M,U,1,H,M
1,F,Y,L,M,U,1,H,M
1,N,U,L,M,U,2,W;W,M;M
1,F,Y,L,M,U,7,W;W;W;W;W;H;H,M;M;M;M;M;M;M
1,N,U,L,M,U,1,B,M
1,N,U,L,M,U,1,H,M
1,F,N,L,F,U,2,W;H,M;M
1,F,U,W,M,U,2,O;O,M;M
1,N,N,L,M,36,1,H,M
1,F,Y,U,M,48,2,U;U,M;M
1,F,Y,L,M,54,4,U;U;U;U,M;F;M;F
1,F,Y,L,M,24,1,U,M
1,F,Y,U,M,25,4,U;U;U;U,M;M;M;M
1,F,Y,U,M,53,1,U,M
1,F,Y,U,M,24,3,U;U;U,M;M;M
1,N,Y,U,M,U,2,U;U,M;M
1,N,N,U,M,22,1,U,M
1,N,Y,U,M,41,2,U,M;M
1,N,N,W,M,49,2,U;U,M;M
1,N,Y,W,M,29,1,U,M
1,F,Y,W,M,26,3,U;U;U,M;M;M
1,N,N,L,U,U,3,U;U;U,M;M;M 
1,N,N,L,U,U,3,U;U;U,M;M;M 
1,F,Y,L,U,U,3,U;U;U,M;M;M 
1,N,N,L,M,27,1,B,M
1,N,U,U,U,U,NA,,U
1,N,Y,W,M,29,3,U;U;U,M;M;U
1,U,Y,W,M,31,2,U;U,M;U
1,F,Y,U,M,41,1,U,M
1,F,Y,U,M,31,5,U;U;U;U;U,M;M;M;M;U
1,N,Y,U,U,U,3,U;U;U,M;M;M
1, N,Y,U,U,U,3,U;U;U,M;M;M
1,N,N,W,M,32,3,U;U;U,M;M;F
1,N,Y,U,U,U,2,U;U,M;M
1,N,Y,U,U,U,2,U;U,M;M
1,F,N,U,M,U,2,U;U,M;M
1,N,Y,B,M,21,2,U;U,M;M
1,F,Y,W,M,55,6,U;U;U;U;U;U,M;M;M;M;M;F
1,N,Y,U,M,27,2,U;U,M;U
1,F,Y,U,M,22,2,U;U,M;M
1,N,Y,U,M,22,2,U;U,M;M
1,F,N,U,M,50,4,U;U;U;U,M;M;M;M
1,N,Y,B,U,U,3,U;U;U,M;U;U
1,N,Y,U,U,U,3,U;U;U,M;U;U
1,N,Y,U,U,U,3,U;U;U,M;U;U
1,N,Y,U,M,34,1,U,M
1,F,Y,U,M,29,2,U,M;M
1,F,N,L,M,50,2,U;U,M;M
1,F,Y,W,M,21,4,U;U;U;U,M;M;M;M
1,F,Y,W,M,44,2,U;U,M;M
1,N,N,U,M,42,2,U;U,M;U
1,F,Y,W,M,58,1,U,M
1,N,N,U,F,51,1,U,F
1,N,Y,U,M,31,4,U;U;U;U,M;M;M;M
1,F,Y,U,M,33,2,U;U,M;F
1,F,Y,B,F,50,5,U;U;U;U;U,M;U;M;M;M
1,N,U,U,U,U,NA,,U
1,F,Y,U,M,47,4,U;U;U;U,M;U;M;M
1,N,Y,B,M,19,1,U,M
1,N,N,U,M,30,1,U,M
1,F,N,L,M,36,3,U;U;U,M;M;M
1,F,Y,U,M,31,2,U;U,M;M
1,F,N,U,F,24,1,U;U,M;M
1,N,Y,U,M,30,1,U,M
1,N,Y,U,M,32,2,U;U,M;M
1,F,N,U,M,23,3,U;U;U,M;M;M
1,N,Y,U,M,19,1,U,M
1,N,Y,W,M,52,6,U;U;U;U;U;U,M;M;M;M;F;M
1,F,N,A,M,36,4,U;U;U;U,M;M;M;M
1,F,Y,U,M,U,3,U;U;U,M;M;M
1,F,Y,U,U,U,2,U;U,M;M
1,N,Y,U,U,U,2,U;U,M;M
1,F,Y,U,M,57,4,U;U;U;U,M;M;U;U
1,N,Y,U,F,30,1,U,M
1,F,Y,U,M,25,2,U;M,M;U
1,F,Y,W,F,50,4,U;U;U;U,M;M;U;M
1,N,U,U,U,U,NA,,U
1,F,Y,W,M,52,3,U;U;U,M;F;F
1,N,N,U,M,18,2,U,M;U
1,F,N,W,M,23,3,U;U;U,M;M;M
1,F,N,W,M,32,3,U;U;U,M;M;M
1,F,Y,B,M,37,1,U,M
1,F,N,U,M,32,3,U;U;U,M;M;M
1,N,Y,U,M,37,2,U;U ,M;U
1,F,Y,U,F,48,4,U;U,M;M;U;U
1,F,Y,U,M,U,2,U;U,M;U
1,N,U,U,U,U,NA,,U
1,N,Y,L,U,U,1,U,M
1,N,N,L,U,U,1,U,M
1,N,Y,U,M,38,2,U;M,M;U
1,N,Y,U,M,46,2,U;U,M;U
1,N,N,W,M,46,4,U;U;U;U,M;M;M;M
1,F,N,U,M,U,6,U;U;U;U;U;U,M;M
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,N,N,W,F,39,1,W,M
1,N,N,B,M,22,1,B,M
1,N,N,B,M,19,1,W,M
1,F,Y,B,M,30,1,W,M
1,F,Y,B,F,39,4,W;W:B;W,M;M;M;M
1,N,Y,B,U,U,2,W,M
1,N,Y,B,U,U,2,W,M
1,F,N,W,M,18,2,W;W,M;M
1,F,N,B,M,57,2,W;W,M;M
1,F,Y,W,M,38,2,W;W,M;M
1,N,Y,B,M,24,1,W,F
1,F,Y,B,M,25,2,W;B,M;M
1,N,N,W,M,36,1,W,M
1,N,Y,W,M,35,3,B;A;W,M;M;M
1,N,Y,W,M,20,1,W,M
1,N,N,W,M,42,1,W,M
1,N,Y,W,M,23,1,W,M
1,N,Y,B,F,23,1,W,M
1,N,Y,B,F,U,2,B;B,M;M
1,F,N,B,M,35,1,W,M
1,N,Y,B,M,47,1,W,M
1,N,Y,B,U,U,2,W;W,M;M
1,N,N,W,U,U,2,W;W,M;M
1,N,Y,B,M,18,1,W,M
1,N,Y,B,M,45,1,W,M
1,N,Y,B,M,22,1,A,F
1,F,Y,B,M,28,1,W,M
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,F,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,N,U,U,U,U,NA,,U
1,F,Y,W,M,61,1,B,F
1,F,N,B,M,66,2,W,M;M
1,U,N,B,U,U,1,W,M
1,U,N,B,U,U,1,W,M
1,N,N,B,M,33,1,W,M
